time,C,E,N,S,W,PT_total_check
2024-01-01 00:00:00,1871.8489211383737,435.95301384755584,1370.438039033424,398.6604123044431,1058.2996136762033,5135.2
2024-01-01 01:00:00,1808.897466729471,421.2916402902508,1324.3493473873202,385.25321235021016,1022.7083332427479,4962.5
2024-01-01 02:00:00,1707.453403255252,397.6653504176509,1250.079035371624,363.64797930294293,965.35423165253,4684.2
2024-01-01 03:00:00,1608.8525438597212,374.70124186379445,1177.8903203150458,342.64828279095667,909.6076111704818,4413.7
2024-01-01 04:00:00,1548.3433288517429,360.6086650802818,1133.589667082543,329.76122319395216,875.3971157914801,4247.7
2024-01-01 05:00:00,1520.6038634173626,354.1481524704908,1113.2807531608958,323.8533603305062,859.7138706207451,4171.6
2024-01-01 06:00:00,1516.3026059649883,353.1463909882893,1110.1316705817178,322.9372922386709,857.2820402263342,4159.800000000001
2024-01-01 07:00:00,1505.8046216744474,350.70141381139064,1102.4457741172835,320.70146503147976,851.3467253653988,4131.0
2024-01-01 08:00:00,1516.5942166397256,353.2143070209809,1110.3451677057299,322.9993985499818,857.4469100835823,4160.6
2024-01-01 09:00:00,1604.5877377416891,373.7079698856794,1174.7679248763695,341.73997798803526,907.196389508227,4402.0
2024-01-01 10:00:00,1721.7423263173769,400.9932360195407,1260.5403944482152,366.69118855717534,973.4328546576918,4723.4
2024-01-01 11:00:00,1857.7058034136173,432.6590862620119,1360.083428518839,395.6482562058662,1050.3034255996656,5096.400000000001
2024-01-01 12:00:00,1942.8925717712352,452.4990573120536,1422.4512758708627,413.7910623975527,1098.4660326482965,5330.100000000001
